bikeid,user_type,gender,age,start_time,stop_time,start_station_latitude,start_station_longitude,end_station_latitude,end_station_longitude,start_station_id,start_station_name,start_zipcode,start_uhf34_neighborhood,end_station_id,end_station_name,end_zipcode,end_uhf34_neighborhood,start_sdi_score,start_percent_overweight,start_aq,end_sdi_score,end_percent_overweight,end_aq,end_borough,start_borough,start_station_count,end_station_count
39773,Customer,Unknown,50,2019-09-01T00:27:03Z,2019-09-01T00:33:06Z,40.711863,-73.944024,40.71924,-73.95242,3081,Graham Ave & Grand St,11211,Greenpoint,3096,Union Ave & N 12 St,11211,Greenpoint,88,41.8,8.56,88,41.8,8.56,Brooklyn,Brooklyn,1331,1373
32323,Subscriber,Male,32,2019-09-01T00:27:09Z,2019-09-01T00:38:46Z,40.6765198,-73.9596082,40.6849668,-73.98620772,3562,Classon Ave & St Marks Ave,11238,Bedford Stuyvesant Crown Heights,3411,Bond St & Bergen St,11217,Downtown Heights Slope,70,62.9,6.61,74,50.8,7.44,Brooklyn,Brooklyn,1039,845
39137,Subscriber,Male,41,2019-09-01T00:28:07Z,2019-09-01T00:55:29Z,40.702461,-73.986842,40.707165,-73.923711,3804,Front St & Jay St,11201,Downtown Heights Slope,3763,Wyckoff Av & Jefferson St,11385,Ridgewood Forest Hills,64,50.8,7.44,75,61.6,6.56,Queens,Brooklyn,2035,799
30778,Customer,Female,28,2019-09-01T00:29:17Z,2019-09-01T00:53:58Z,40.66514681533792,-73.97637605667114,40.69237074,-73.93705428,3300,Prospect Park West & 8 St,11215,Downtown Heights Slope,3058,Lewis Ave & Kosciuszko St,11221,Williamsburg Bushwick,47,50.8,7.44,96,61.8,7.5,Brooklyn,Brooklyn,1085,634
15926,Customer,Male,24,2019-09-01T00:29:52Z,2019-09-01T00:44:21Z,40.68216564,-73.95399026,40.66514681533792,-73.97637605667114,436,Hancock St & Bedford Ave,11233,Bedford Stuyvesant Crown Heights,3300,Prospect Park West & 8 St,11215,Downtown Heights Slope,97,62.9,6.61,47,50.8,7.44,Brooklyn,Brooklyn,579,1114
18232,Subscriber,Male,43,2019-09-01T00:32:09Z,2019-09-01T00:37:27Z,40.69102925677968,-73.99183362722397,40.6861758,-73.99645295,3242,Schermerhorn St & Court St,11201,Downtown Heights Slope,3308,Kane St & Clinton St,11231,Downtown Heights Slope,64,50.8,7.44,84,50.8,7.44,Brooklyn,Brooklyn,1281,731
26412,Subscriber,Male,34,2019-09-01T00:32:51Z,2019-09-01T00:47:33Z,40.698568,-73.918877,40.715143,-73.944507,3781,Greene Av & Myrtle Av,11237,Williamsburg Bushwick,3086,Graham Ave & Conselyea St,11211,Greenpoint,98,61.8,7.5,88,41.8,8.56,Brooklyn,Brooklyn,1012,1440
30649,Customer,Male,28,2019-09-01T00:33:07Z,2019-09-01T00:39:37Z,40.724812564400175,-73.94752621650696,40.73026,-73.95394,3100,Nassau Ave & Newell St,11222,Greenpoint,3113,Greenpoint Ave & Manhattan Ave,11222,Greenpoint,61,41.8,8.56,61,41.8,8.56,Brooklyn,Brooklyn,1206,1253
38266,Subscriber,Female,35,2019-09-01T00:33:08Z,2019-09-01T00:39:51Z,40.679043,-74.011169,40.6859296,-74.00242364,3344,Pioneer St & Van Brunt St,11231,Downtown Heights Slope,3422,Columbia St & Degraw St,11231,Downtown Heights Slope,84,50.8,7.44,84,50.8,7.44,Brooklyn,Brooklyn,663,943
38190,Subscriber,Female,34,2019-09-01T00:33:40Z,2019-09-01T01:08:12Z,40.680611,-73.99475825,40.6814598,-73.934903,3382,Carroll St & Smith St,11231,Downtown Heights Slope,3043,Lewis Ave & Decatur St,11233,Bedford Stuyvesant Crown Heights,84,50.8,7.44,97,62.9,6.61,Brooklyn,Brooklyn,1573,509
39839,Subscriber,Male,29,2019-09-01T00:33:42Z,2019-09-01T00:39:45Z,40.6769694,-73.96579,40.68539567,-73.97431458,3574,Prospect Pl & Underhill Ave,11238,Bedford Stuyvesant Crown Heights,353,S Portland Ave & Hanson Pl,11217,Downtown Heights Slope,70,62.9,6.61,74,50.8,7.44,Brooklyn,Brooklyn,690,1005
38201,Subscriber,Female,32,2019-09-01T00:33:43Z,2019-09-01T00:40:53Z,40.68981035,-73.97493121,40.68488,-73.96304,241,DeKalb Ave & S Portland Ave,11221,Williamsburg Bushwick,3049,Cambridge Pl & Gates Ave,11238,Bedford Stuyvesant Crown Heights,96,61.8,7.5,70,62.9,6.61,Brooklyn,Brooklyn,1367,800
14786,Subscriber,Male,40,2019-09-01T00:34:29Z,2019-09-01T00:43:13Z,40.6883337,-73.950916,40.676368,-73.952918,3055,Greene Ave & Nostrand Ave,11216,Bedford Stuyvesant Crown Heights,3571,Bedford Ave & Bergen St,11226,East Flatbush Flatbush,83,62.9,6.61,88,58.9,6.31,Brooklyn,Brooklyn,712,1133
33018,Subscriber,Male,31,2019-09-01T00:34:37Z,2019-09-01T00:41:51Z,40.683238654603414,-73.96599590778351,40.6849668,-73.98620772,3637,Fulton St & Waverly Ave,11207,East New York,3411,Bond St & Bergen St,11217,Downtown Heights Slope,99,71.2,6.56,74,50.8,7.44,Brooklyn,Brooklyn,1409,845
17084,Subscriber,Male,47,2019-09-01T00:35:09Z,2019-09-01T00:43:25Z,40.68691865,-73.976682,40.6845683,-73.95881081,274,Lafayette Ave & Fort Greene Pl,11221,Williamsburg Bushwick,289,Monroe St & Classon Ave,11221,Williamsburg Bushwick,96,61.8,7.5,96,61.8,7.5,Brooklyn,Brooklyn,2014,828
25264,Subscriber,Male,24,2019-09-01T00:35:27Z,2019-09-01T00:47:55Z,40.68539567,-73.97431458,40.6823687,-73.944118,353,S Portland Ave & Hanson Pl,11217,Downtown Heights Slope,3047,Halsey St & Tompkins Ave,11233,Bedford Stuyvesant Crown Heights,74,50.8,7.44,97,62.9,6.61,Brooklyn,Brooklyn,1059,674
17558,Subscriber,Male,28,2019-09-01T00:35:40Z,2019-09-01T00:42:23Z,40.69064807082943,-73.95746178925037,40.676368,-73.952918,3755,DeKalb Ave & Franklin Ave,11205,Downtown Heights Slope,3571,Bedford Ave & Bergen St,11226,East Flatbush Flatbush,97,50.8,7.44,88,58.9,6.31,Brooklyn,Brooklyn,922,1133
38094,Subscriber,Male,34,2019-09-01T00:35:56Z,2019-09-01T00:42:08Z,40.68900443,-73.96023854,40.68186,-73.959432,364,Lafayette Ave & Classon Ave,11221,Williamsburg Bushwick,3789,Fulton St & Irving Pl,11207,East New York,96,61.8,7.5,99,71.2,6.56,Brooklyn,Brooklyn,1217,864
28938,Subscriber,Male,58,2019-09-01T00:36:26Z,2019-09-01T00:43:38Z,40.688417427540834,-73.98451656103134,40.68764484,-73.96968902,3486,Schermerhorn St & Bond St,11201,Downtown Heights Slope,420,Clermont Ave & Lafayette Ave,11205,Downtown Heights Slope,64,50.8,7.44,97,50.8,7.44,Brooklyn,Brooklyn,1968,712
20847,Customer,Unknown,50,2019-09-01T00:36:35Z,2019-09-01T00:49:22Z,40.6765304,-73.97846879,40.6642406,-73.9574686,3339,Berkeley Pl & 6 Ave,11217,Downtown Heights Slope,3596,Sullivan Pl & Bedford Ave,11225,East Flatbush Flatbush,74,50.8,7.44,88,58.9,6.31,Brooklyn,Brooklyn,914,193
32289,Customer,Unknown,50,2019-09-01T00:37:13Z,2019-09-01T03:57:11Z,40.702831,-73.9333,40.702831,-73.9333,3770,Central Ave & Flushing Ave,11206,Williamsburg Bushwick,3770,Central Ave & Flushing Ave,11206,Williamsburg Bushwick,100,61.8,7.5,100,61.8,7.5,Brooklyn,Brooklyn,488,467
18675,Subscriber,Male,39,2019-09-01T00:37:30Z,2019-09-01T00:44:02Z,40.70934,-73.95608,40.716887,-73.963198,3080,S 4 St & Rodney St,11211,Greenpoint,2002,Wythe Ave & Metropolitan Ave,11211,Greenpoint,88,41.8,8.56,88,41.8,8.56,Brooklyn,Brooklyn,1294,2675
26603,Subscriber,Male,20,2019-09-01T00:37:42Z,2019-09-01T00:47:57Z,40.72557,-73.94434,40.72557,-73.94434,3108,Nassau Ave & Russell St,11222,Greenpoint,3108,Nassau Ave & Russell St,11222,Greenpoint,61,41.8,8.56,61,41.8,8.56,Brooklyn,Brooklyn,1982,1627
26068,Subscriber,Male,28,2019-09-01T00:38:02Z,2019-09-01T00:44:20Z,40.6809741,-73.9710097,40.67759206937376,-73.955637216568,3537,Carlton Ave & Dean St,11238,Bedford Stuyvesant Crown Heights,3673,Dean St & Franklin Ave,11238,Bedford Stuyvesant Crown Heights,70,62.9,6.61,70,62.9,6.61,Brooklyn,Brooklyn,1205,1039
