bikeid,user_type,gender,age,start_time,stop_time,start_station_latitude,start_station_longitude,end_station_latitude,end_station_longitude,start_station_id,start_station_name,start_zipcode,start_uhf34_neighborhood,end_station_id,end_station_name,end_zipcode,end_uhf34_neighborhood,start_sdi_score,start_percent_overweight,start_aq,end_sdi_score,end_percent_overweight,end_aq,end_borough,start_borough,start_station_count,end_station_count
35076,Subscriber,Male,19,2019-09-01T00:05:27Z,2019-09-01T00:16:31Z,40.730563,-73.973984,40.730563,-73.973984,3733,Avenue C & E 18 St,10009,"Union Square, Lower Manhattan",3733,Avenue C & E 18 St,10009,"Union Square, Lower Manhattan",88,40.5,8.67,88,40.5,8.67,Manhattan,Manhattan,3307,2980
38070,Subscriber,Male,27,2019-09-01T00:05:36Z,2019-09-01T00:15:12Z,40.73935542,-73.99931783,40.73172428,-74.00674436,482,W 15 St & 7 Ave,10011,Chelsea Village,127,Barrow St & Hudson St,10014,Chelsea Village,51,38.1,10.02,37,38.1,10.02,Manhattan,Manhattan,6312,6041
25592,Subscriber,Male,19,2019-09-01T00:05:43Z,2019-09-01T00:12:57Z,40.72317958,-73.99480012,40.7158155,-73.99422366,251,Mott St & Prince St,10012,Chelsea Village,412,Forsyth St & Canal St,10002,"Union Square, Lower Manhattan",60,38.1,10.02,97,40.5,8.67,Manhattan,Manhattan,4932,4658
28110,Subscriber,Female,23,2019-09-01T00:05:43Z,2019-09-01T00:26:07Z,40.7403432,-73.98955109,40.72521311,-73.97768752,402,Broadway & E 22 St,10010,Upper East Side Gramercy,394,E 9 St & Avenue C,10009,"Union Square, Lower Manhattan",50,36.5,8.98,88,40.5,8.67,Manhattan,Manhattan,9699,4297
28079,Subscriber,Male,34,2019-09-01T00:05:52Z,2019-09-01T00:14:15Z,40.7390169121,-74.0026376103,40.75640548,-73.9900262,284,Greenwich Ave & 8 Ave,10014,Chelsea Village,477,W 41 St & 8 Ave,10036,Chelsea Village,37,38.1,10.02,69,38.1,10.02,Manhattan,Manhattan,7656,7517
31672,Subscriber,Female,40,2019-09-01T00:05:53Z,2019-09-01T00:14:43Z,40.73020660529954,-73.99102628231049,40.7403432,-73.98955109,293,Lafayette St & E 8 St,10003,"Union Square, Lower Manhattan",402,Broadway & E 22 St,10010,Upper East Side Gramercy,49,40.5,8.67,50,36.5,8.98,Manhattan,Manhattan,8174,11152
20001,Customer,Male,25,2019-09-01T00:05:54Z,2019-09-01T00:14:59Z,40.7284186,-73.98713956,40.72362738,-73.99949601,236,St Marks Pl & 2 Ave,10003,"Union Square, Lower Manhattan",303,Mercer St & Spring St,10012,Chelsea Village,49,40.5,8.67,60,38.1,10.02,Manhattan,Manhattan,4889,5690
27571,Subscriber,Male,23,2019-09-01T00:06:04Z,2019-09-01T00:13:10Z,40.711066,-74.009447,40.71117444,-73.99682619,319,Fulton St & Broadway,10007,"Union Square, Lower Manhattan",2009,Catherine St & Monroe St,10038,"Union Square, Lower Manhattan",37,40.5,8.67,85,40.5,8.67,Manhattan,Manhattan,3731,2091
39213,Subscriber,Male,37,2019-09-01T00:06:13Z,2019-09-01T00:12:49Z,40.73221853,-73.98165557,40.74322681432173,-73.97449783980846,504,1 Ave & E 16 St,10009,"Union Square, Lower Manhattan",3687,E 33 St & 1 Ave,10016,Upper East Side Gramercy,88,40.5,8.67,42,36.5,8.98,Manhattan,Manhattan,6996,5583
32133,Subscriber,Male,28,2019-09-01T00:06:34Z,2019-09-01T00:23:20Z,40.74322681432173,-73.97449783980846,40.7284186,-73.98713956,3687,E 33 St & 1 Ave,10016,Upper East Side Gramercy,236,St Marks Pl & 2 Ave,10003,"Union Square, Lower Manhattan",42,36.5,8.98,49,40.5,8.67,Manhattan,Manhattan,5829,5440
32706,Subscriber,Male,28,2019-09-01T00:06:41Z,2019-09-01T00:19:10Z,40.78057799010334,-73.98562431335449,40.76663814,-73.95348296,3166,Riverside Dr & W 72 St,10023,Upper West Side,3156,E 72 St & York Ave,10021,Upper East Side Gramercy,43,43.4,7.38,30,36.5,8.98,Manhattan,Manhattan,2605,2715
